"","si","lambda_1","lambda_2","mu","alpha","c_l_1","c_l_2","c_r_1","c_r_2","c_r","c_h","S","s","PB1","PB2","Sav","RR","RV","TC","PT"
"305",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,102,0.691492083123863,0.0734073932367321,0.926592606763268,1.46814786473464,1930.31219274557,159.185176155499,1771.12701659007
"306",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,102,0.695667782190472,0.0991354189823299,0.90086458101767,1.9827083796466,1877.81221648772,191.088703969622,1686.7235125181
"307",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,103,0.693984927855895,0.0842447079006219,0.915755292099378,1.68489415801244,1908.01435223478,172.697166314371,1735.31718592041
"308",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,103,0.692385167878543,0.0732900107936197,0.92670998920638,1.46580021587239,1930.32368644312,159.130831997086,1771.19285444604
"309",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,103,0.69614696577682,0.0990497229609264,0.900950277039074,1.98099445921853,1877.86381263394,191.031747537264,1686.83206509668
"310",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,104,0.69465975848564,0.0841424608355092,0.915857539164491,1.68284921671018,1908.05013870757,172.63951941906,1735.41061928851
"311",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,104,0.693228487541801,0.0731791692168498,0.92682083078315,1.463583384337,1930.33453968085,159.079516041761,1771.25502363909
"312",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,104,0.69659544860183,0.0989695173886443,0.901030482611356,1.97939034777289,1877.91210307225,190.978440240406,1686.93366283185
"313",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,105,0.695293398533007,0.0840464547677262,0.915953545232274,1.68092909535452,1908.0837408313,172.585391198044,1735.49834963325
"314",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,105,0.694022190786577,0.0730748489656196,0.92692515103438,1.46149697931239,1930.34475437212,159.031219242783,1771.31353512933
"315",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,105,0.697013767694396,0.0988947062245491,0.901105293775451,1.97789412449098,1877.9571456273,190.928718247043,1687.02842738026
"316",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,106,0.695886124255839,0.0839566478400244,0.916043352159976,1.67913295680049,1908.11517325599,172.534758052206,1735.58041520379
"317",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,106,0.694766401946054,0.0729770336982184,0.927022966301781,1.45954067396437,1930.35433211705,158.985934034485,1771.36839808256
"318",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,106,0.697402447553063,0.0988251956686027,0.901174804331397,1.97650391337205,1877.99899677453,190.882519214542,1687.11647755999
"319",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,107,0.696438193223061,0.0838730010268089,0.916126998973191,1.67746002053618,1908.14444964062,172.487597978915,1735.6568516617
"320",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,107,0.695461221034426,0.0728857102692977,0.927114289730702,1.45771420538595,1930.3632742028,158.943654331009,1771.41961987179
"321",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,107,0.69776200068094,0.0987608940660019,0.901239105933998,1.97521788132004,1878.03771169776,190.839782226067,1687.19792947169
"322",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,108,0.696949844597477,0.0837954780912914,0.916204521908709,1.67590956182583,1908.17158266805,172.44389054787,1735.72769212018
"323",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,108,0.696106723737703,0.0728008687310795,0.927199131268921,1.45601737462159,1930.37158160342,158.904375526865,1771.46720607655
"324",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,108,0.698092928101521,0.0987017118149292,0.901298288185071,1.97403423629858,1878.07334434476,190.800447729262,1687.2728966155
"325",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,109,0.697421299397187,0.0837240455458808,0.916275954454119,1.67448091091762,1908.19658405894,172.403616878768,1735.79296718017
"326",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,109,0.69670296137437,0.0727225023385275,0.927277497661473,1.45445004677055,1930.37925497935,158.868094499327,1771.51116048003
"327",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,109,0.6983957198564,0.098647561277544,0.901352438722456,1.97295122555088,1878.10594748081,190.764457477098,1687.34149000371
"328",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,110,0.697852760736196,0.0836586726157279,0.916341327384272,1.67317345231456,1908.21946458449,172.366759620747,1735.85270496375
"329",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,110,0.697249960825653,0.0726506075585122,0.927349392441488,1.45301215117024,1930.38629467656,158.834809612673,1771.55148506389
"330",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,110,0.698670855485742,0.0985983566940551,0.901401643305945,1.9719671338811,1878.13557274045,190.731754470759,1687.4038182697
"331",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,111,0.698244414044688,0.0835993312053504,0.91640066879465,1.67198662410701,1908.24023407813,172.333302933577,1735.90693114455
"332",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,111,0.697747724435071,0.0725851840830136,0.927414815916986,1.45170368166027,1930.39270072521,158.804520724299,1771.58818000091
"333",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,111,0.698918804492377,0.098554014099724,0.901445985900276,1.97108028199448,1878.16227067746,190.70228290448,1687.45998777298
"334",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,112,0.698596427269413,0.0835459958682708,0.916454004131729,1.67091991736542,1908.25890144611,172.303232470531,1735.95566897557
"335",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,112,0.698196229876879,0.0725262348464124,0.927473765153588,1.45052469692825,1930.39847283796,158.777229192727,1771.62124364523
"336",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,112,0.699140026790311,0.0985144512446537,0.901485548755346,1.97028902489307,1878.18609081311,190.675988112238,1687.51010270088
"337",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,113,0.698908951054613,0.0834986437796041,0.916501356220396,1.66997287559208,1908.27547467714,172.276535362941,1735.9989393142
"338",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,113,0.698595429992926,0.0724737660469319,0.927526233953068,1.44947532093864,1930.4036104079,158.752937887528,1771.65067252038
"339",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,113,0.69933497313842,0.0984795875162289,0.901520412483771,1.96959175032458,1878.20708168294,190.652816516203,1687.55426516673
"340",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,114,0.699182118903827,0.0834572547115414,0.916542745288458,1.66914509423083,1908.28996085096,172.253200206367,1736.03676064459
"341",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,114,0.698945252597395,0.0724277871723029,0.927572212827697,1.44855574344606,1930.40811250605,158.731651201204,1771.67646130484
"342",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,114,0.699504085560026,0.0984493438640788,0.901550656135921,1.96898687728158,1878.22529088184,190.632715576862,1687.59257530497
"343",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,115,0.699416047322918,0.083421811011679,0.916578188988321,1.66843622023358,1908.30236614591,172.233217048385,1736.06914909753
"344",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,115,0.699245600248778,0.0723883110297334,0.927611688970267,1.44776622059467,1930.41197787834,158.713375063065,1771.69860281527
"345",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,115,0.699647797749064,0.0984236427274402,0.90157635727256,1.9684728545488,1878.24076510785,190.615633744748,1687.62513136311
"346",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,116,0.699610835944607,0.0833922975841504,0.916607702415849,1.66784595168301,1908.31269584555,172.216577377944,1736.0961184676
"347",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,116,0.699496349988392,0.072355353780277,0.927644646219723,1.44710707560554,1930.41520494235,158.698116955142,1771.71708798721
"348",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,116,0.699766535463456,0.0984024079648066,0.901597592035193,1.96804815929613,1878.25355020452,190.601520413676,1687.65202979085
"349",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,117,0.699766567634754,0.0833687018735221,0.916631298126478,1.66737403747044,1908.32095434427,172.203274116292,1736.11768022798
"350",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,117,0.699697353044623,0.0723289349777056,0.927671065022294,1.44657869955411,1930.41779178343,158.685885930178,1771.73190585325
"351",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,117,0.699860716906323,0.0983855647857545,0.901614435214246,1.96771129571509,1878.26369120191,190.590325875439,1687.67336532647
"352",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,118,0.699883308580608,0.083351013851423,0.916648986148577,1.66702027702846,1908.327145152,172.193301609432,1736.13384354257
"353",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,118,0.699848434502025,0.072309077612001,0.927690922387999,1.44618155224002,1930.41973615049,158.676692631769,1771.74304351872
"354",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,118,0.699930753095594,0.0983730396848415,0.901626960315158,1.96746079369683,1878.27123235642,190.582001275868,1687.68923108055
"355",1,50,200,20,0.3,2,6,5,10,0.01,0.2,120,119,0.699961108361197,0.0833392260058792,0.916660773994121,1.66678452011758,1908.33127089794,172.186655622115,1736.14461527583
"356",2,50,200,20,0.3,2,6,5,10,0.01,0.2,120,119,0.69994939293429,0.0722958081575961,0.927704191842404,1.44591616315192,1930.42103545124,158.670549316695,1771.75048613454
"357",3,50,200,20,0.3,2,6,5,10,0.01,0.2,120,119,0.699977048222578,0.0983647603774822,0.901635239622518,1.96729520754964,1878.27621718939,190.576498572221,1687.69971861717
